"ID";"Gestartet am";"Zuletzt aktualisiert am";"Status";"Collector";"Sprache";"IP-Adresse";"Gerät";"Ich bin mit der Teilnahme am 5DCR-Test einverstanden.";"Wie gut gelingt es Ihnen, übergeordnete, konzeptionelle Perspektiven in Ihrer Arbeit einzunehmen?";"Es gelingt mir gut, mich vom konkreten Einzelfall in meiner Arbeit zu lösen und alles von einer konzeptionellen, übergeordneten Ebene aus zu betrachten.";" Mich zeichnet aus, dass ich von vornherein mögliche Stolpersteine bei der Entwicklung von Lösungen bedenke.";"Es gehört zu meinen Stärken, Lösungen nicht nur für den Einzelfall bei meiner Arbeit zu erarbeiten, sondern konzeptionell zu betrachten.";" Den Arbeitsprozess als Ganzes zu sehen, fällt mir leicht.";"Wie leicht fällt es Ihnen, die Zuständigkeiten und Experten in den jeweiligen Fachgebieten zu identifizieren?";"Es fällt mir leicht zu sagen, wer für was in den jeweiligen Fachgebieten zuständig bzw. Experte ist.";"Das Ausführen von fachlichen Routinetätigkeiten fällt mir leicht.";"Mein fachliches Wissen sinnvoll einzusetzen fällt mir leicht.";"Ich kenne den Aufbau der Organisation.";"Wie gut gelingt es Ihnen, neue Ideen zur Verbesserung Ihrer Arbeit zu entwickeln? 
";"Abläufe und Prozesse in der Organisation in Frage zu stellen fällt mir leicht.";"Probleme und Veränderungsbedarf in meinem Fachgebiet zu erkennen fällt mir leicht.";"„Altbewährtes“ bzw. Dinge in meinem Fachgebiet, die schon lange Bestand haben, kritisch zu hinterfragen ist eine meiner Stärken.";"Es ist eine meiner Stärken, neue Ideen in meinem Fachgebiet zu entwickeln.";"Neue Ideen zur Verbesserung meiner Arbeit zu entwickeln ist eine meiner Stärken.";"Wie sicher fühlen Sie sich dabei, schwierige Sachverhalte für andere verständlich zu erläutern?";"Es gehört zu meinen Stärken, schwierige Sachverhalte in meinem Arbeitsbereich für andere verständlich zu erläutern.";"Es gelingt mir gut, Vorgehensweisen oder Ergebnisse auch für andere nachvollziehbar zu dokumentieren.";"Es ist eine meiner Stärken, arbeitsbezogene Sachverhalte klar und deutlich darzustellen.";"Es ist eine meiner Stärken, Gruppen bzw. Workshops zu bestimmten Fragestellungen zu moderieren.";"Es ist eine meiner Stärken, arbeitsbezogene (Zwischen-) Ergebnisse zusammenzufassen.";"Wie gut gelingt es Ihnen, bei Ihrer Arbeit Prioritäten zu setzen?";"Es fällt mir leicht, bei meiner Arbeit Prioritäten zu setzen.";"Es gehört zu meinen Stärken, für umfangreiche fachliche Tätigkeiten die erforderliche Zeit einzuplanen.";"Zielgerichtet bei meiner Arbeit zu handeln fällt mir leicht.";"Das Koordinieren von einzelnen Arbeitsschritten fällt mir leicht.";"Wie leicht fällt es Ihnen, nach Abschluss einer Arbeit systematisch zu reflektieren, was gut und was schlecht gelaufen ist?";"Es fällt mir leicht, nach Abschluss eines Projektes oder eines größeren Arbeitsschrittes systematisch zu untersuchen, was gut und was schlecht gelaufen ist.";"Es gehört zu meinen Stärken, nach einer abgeschlossenen Arbeit das Ergebnis mit meinen Erwartungen abzugleichen.";"Es fällt mir leicht, Ergebnisse meiner Arbeit zu bewerten.";"Es zeichnet mich aus, im Nachhinein zu überlegen, wie ich Schwierigkeiten und Probleme beim nächsten Mal besser lösen kann.";"Wie sicher fühlen Sie sich im Umgang mit PC und Software?";"Der Umgang mit PC und Software fällt mir leicht.";"Der Umgang mit Online-Diensten und dem Internet fällt mir leicht.";"Der Umgang mit Arbeitshilfsmitteln /Maschinen fällt mir leicht.";"Der Umgang mit Datenbanksystemen fällt mir leicht.";"Wie gut gelingt es Ihnen, sich auf wesentliche Aufgaben zu konzentrieren und sich nicht in Details zu verlieren?";"Mich in Details und Beispielen (Kleinigkeiten) in meiner Arbeit zu verlieren, passiert mir leicht.";"Ich neige dazu, etwas anzufangen und nicht zu Ende zu bringen.";"Ich neige dazu, in meinem Arbeitsbereich pedantisch zu sein.";"Es passiert mir leicht, dass ich zwischen Aufgaben springe und damit nicht zum Wesentlichen komme.";"Wie gut gelingt es Ihnen, Aufgaben angemessen zu delegieren?";"Mir fällt es schwer, Aufgaben zu delegieren bzw. an andere abzugeben.";"Es gehört zu meinen Stärken, Aufgaben angemessen zu delegieren bzw. an Mitarbeiter oder Kollegen zu verteilen.";"Einzelne Arbeitsschritte für mich und andere zu konkretisieren fällt mir leicht.";"Wie sicher fühlen Sie sich dabei, sachliche Kritik gegenüber Kollegen oder Vorgesetzten zu üben?";"Sachliche Kritik (gegenüber meinen Kollegen, Mitarbeitern, Vorgesetzten etc.) zu üben ist eine meiner Stärken.";"Es fällt mir leicht, anderen zu widersprechen.";"Die eigene Meinung (gegenüber Kollegen, Mitarbeitern etc.) zu vertreten fällt mir leicht.";"Unterbrechungen im Gespräch kann ich unterbinden.";"Es fällt mir leicht, kritische Einschätzungen gegenüber Kollegen, Mitarbeitern etc. nachvollziehbar zu begründen.";"Wie gut gelingt es Ihnen, andere zu herausragenden Leistungen anzuspornen?";"Andere (Kollegen, Mitarbeiter, Kunden, Geschäftspartner etc.) zu herausragenden Leistungen anzuspornen ist eine meiner Stärken.";"Es fällt mir leicht, andere (Kollegen, Mitarbeiter etc.) entsprechend ihren Fähigkeiten zu fördern bzw. zu unterstützen.";"Eine Arbeitsatmosphäre zu schaffen, in der zielgerichtete Aktivität geschätzt und belohnt wird, ist eine meiner Stärken.";"Andere (Kollegen, Mitarbeiter, Kunden, Geschäftspartner etc.) für eine Idee zu begeistern fällt mir leicht.";"Andere (Kollegen etc.) dazu zu befähigen, hervorragende Leistungen zu erbringen, ist eine meiner Stärken.";"Wie gut gelingt es Ihnen, andere Meinungen zu akzeptieren und zu berücksichtigen?";"Andere Meinungen (von Kollegen, Mitarbeitern, Geschäftspartnern etc.) zu berücksichtigen fällt mir leicht.";"Es fällt mir leicht, andere (Kollegen, Mitarbeiter, Vorgesetzte, Geschäftspartner etc.) so zu akzeptieren, wie sie sind.";"Auf Vorschläge anderer (Kollegen, Mitarbeiter, Kunden, Geschäftspartner etc.) einzugehen fällt mir leicht.";"Auf die Bedürfnisse anderer (Kollegen, Mitarbeiter, Geschäftspartner etc.) einzugehen ist eine meiner Stärken.";"Ich kann mich gut auf andere einstellen.";"Wie leicht fällt es Ihnen, neue Arbeitskontakte zu knüpfen?";"Es fällt mir leicht, auf andere (Kollegen, Mitarbeiter, Kunden oder Geschäftspartner) zuzugehen.";"Neue Arbeitskontakte zu knüpfen gehört zu meinen Stärken.";"Es fällt mir leicht, Gespräche zu beginnen.";"Interne Kontakte in der Organisation pflegen kann ich gut.";"Wie gut gelingt es Ihnen, rücksichtsvoll und besonnen mit anderen umzugehen, auch in stressigen Situationen?";"Es kann leicht passieren, dass ich andere (z.B. Kollegen, Mitarbeiter, Kunden, Geschäftspartner etc.) von oben herab behandle.";"Es passiert mir leicht, dass ich andere vor den Kopf stoße.";"Wenn mich etwas ärgert, kann ich schnell ausfallend (zu Kollegen, Mitarbeitern, Kunden, Geschäftspartnern etc.) werden.";"Kleine Spitzen (gegen Kollegen, Mitarbeitern Kunden, Geschäftspartnern etc.) rutschen mir schon mal raus.";"Ich neige dazu, ständig zu kritisieren.";"Wie gut gelingt es Ihnen, aktiv an Besprechungen teilzunehmen und sich mit Ihren Ideen einzubringen?";"Es fällt mir leicht, aktiv an Besprechungen teilzunehmen und mich mit meinen Ideen einzubringen.";"Es gehört zu meinen Stärken, aktiv auf andere zuzugehen und meine Mitarbeit anzubieten.";"In Gruppenarbeiten bringe ich mich stets engagiert ein.";"Wie bereit sind Sie, Verantwortung zu übernehmen und eigenständig Entscheidungen zu treffen?";"Es gehört zu meinen Stärken, in unklaren Situationen eigenständig Entscheidungen zu treffen.";"Ich scheue mich nicht, Verantwortung zu übernehmen.";"Ich ergreife die Initiative, wenn ich eine Aufgabe sehe, die erledigt werden muss.";"Wie gut können Sie Veränderungen in Ihrem Arbeitsumfeld als Chance zur Weiterentwicklung sehen?";"Veränderungen in meinem Arbeitsumfeld sehe ich als Chance zur Weiterentwicklung.";"Ich bin bereit, neue Herausforderungen anzunehmen, um meine Kompetenzen zu erweitern.";"Es fällt mir leicht, mich an veränderte Rahmenbedingungen anzupassen.";"Wie gut können Sie Ihre Arbeitszeit effizient planen und Prioritäten setzen?";"Ich kann meine Arbeitszeit effizient planen und Prioritäten setzen.";"Es gelingt mir gut, meine Aufgaben selbstständig zu organisieren.";"Ich kann Stresssituationen gut bewältigen und bewahre einen klaren Kopf."
"106095684";"25.11.2024 10:42:45";"25.11.2024 10:55:42";"Abgeschlossen";"PAL 2024";"-";"-";"Mobile";"Ich stimme zu.";"";"8";"8";"8";"8";"";"6";"5";"6";"6";"";"8";"9";"7";"7";"8";"";"10";"9";"8";"6";"5";"";"6";"5";"7";"7";"";"6";"6";"6";"5";"";"10";"10";"10";"10";"";"5";"5";"5";"5";"";"6";"7";"8";"";"7";"5";"6";"6";"7";"";"6";"6";"7";"7";"5";"";"6";"5";"5";"6";"7";"";"7";"6";"5";"5";"";"5";"5";"2";"7";"7";"";"7";"6";"5";"";"7";"7";"6";"";"6";"6";"8";"";"5";"5";"8"
"106094805";"25.11.2024 10:34:45";"25.11.2024 10:47:28";"Abgeschlossen";"PAL 2024";"-";"-";"Mobile";"Ich stimme zu.";"";"7";"9";"9";"8";"";"6";"9";"6";"4";"";"6";"8";"3";"4";"7";"";"8";"6";"3";"2";"3";"";"8";"7";"7";"8";"";"4";"3";"4";"8";"";"9";"8";"8";"7";"";"7";"4";"4";"3";"";"7";"8";"6";"";"2";"3";"4";"1";"7";"";"5";"4";"2";"6";"3";"";"6";"5";"6";"7";"4";"";"3";"3";"2";"3";"";"6";"6";"3";"7";"7";"";"3";"7";"1";"";"8";"8";"8";"";"3";"8";"3";"";"7";"8";"8"
"106094713";"25.11.2024 10:34:01";"25.11.2024 10:46:06";"Abgeschlossen";"PAL 2024";"-";"-";"Mobile";"Ich stimme zu.";"";"8";"9";"9";"8";"";"8";"9";"8";"10";"";"9";"9";"7";"8";"7";"";"7";"8";"7";"8";"7";"";"8";"8";"8";"7";"";"8";"8";"9";"9";"";"8";"8";"9";"8";"";"4";"3";"5";"4";"";"4";"7";"7";"";"8";"6";"8";"8";"7";"";"6";"8";"7";"6";"6";"";"8";"9";"8";"9";"8";"";"7";"6";"7";"7";"";"3";"3";"2";"5";"4";"";"9";"7";"7";"";"8";"9";"8";"";"8";"8";"7";"";"8";"8";"8"
"106094537";"25.11.2024 10:32:34";"25.11.2024 10:42:54";"Abgeschlossen";"PAL 2024";"-";"-";"Mobile";"Ich stimme zu.";"";"5";"7";"5";"8";"";"9";"10";"10";"10";"";"10";"10";"10";"8";"8";"";"10";"9";"10";"10";"8";"";"10";"7";"10";"10";"";"8";"8";"8";"10";"";"6";"8";"9";"6";"";"5";"1. column";"8";"1. column";"";"1";"9";"9";"";"8";"8";"10";"9";"10";"";"8";"9";"10";"9";"9";"";"9";"10";"10";"10";"10";"";"10";"7";"8";"7";"";"6";"7";"1";"1";"1";"";"10";"9";"10";"";"10";"10";"10";"";"7";"8";"7";"";"9";"10";"9"
"106094524";"25.11.2024 10:32:26";"25.11.2024 10:46:18";"Abgeschlossen";"PAL 2024";"-";"-";"Mobile";"Ich stimme zu.";"";"8";"8";"10";"5";"";"5";"10";"8";"7";"";"7";"5";"5";"5";"5";"";"7";"8";"7";"5";"5";"";"8";"5";"8";"8";"";"5";"5";"8";"7";"";"5";"8";"8";"8";"";"5";"5";"7";"5";"";"5";"7";"5";"";"6";"5";"7";"5";"7";"";"5";"8";"7";"5";"5";"";"8";"8";"7";"8";"8";"";"8";"5";"5";"3";"";"3";"5";"3";"3";"3";"";"8";"8";"8";"";"8";"10";"10";"";"8";"10";"8";"";"7";"7";"8"
"106094446";"25.11.2024 10:31:40";"25.11.2024 10:42:58";"Abgeschlossen";"PAL 2024";"-";"-";"Mobile";"Ich stimme zu.";"";"7";"6";"7";"7";"";"7";"8";"7";"8";"";"5";"6";"6";"6";"6";"";"6";"7";"7";"6";"7";"";"8";"7";"8";"7";"";"7";"8";"6";"7";"";"5";"5";"6";"5";"";"4";"3";"5";"3";"";"4";"6";"6";"";"6";"6";"7";"5";"7";"";"6";"7";"7";"6";"6";"";"7";"8";"7";"7";"7";"";"5";"5";"7";"5";"";"3";"3";"2";"3";"3";"";"6";"6";"4";"";"7";"7";"7";"";"6";"7";"7";"";"6";"7";"6"
"106094389";"25.11.2024 10:31:06";"25.11.2024 10:41:55";"Angefangen, aber noch nicht abgeschlossen";"PAL 2024";"-";"-";"Desktop";"Ich stimme zu.";"";"6";"8";"9";"7";"";"5";"5";"6";"6";"";"9";"8";"7";"6";"5";"";"9";"9";"9";"5";"5";"";"7";"5";"6";"5";"";"6";"5";"4";"5";"";"9";"9";"9";"9";"";"6";"5";"3";"5";"";"5";"5";"5";"";"5";"5";"5";"5";"5";"";"5";"5";"5";"5";"5";"";"5";"5";"5";"5";"5";"";"5";"5";"5";"5";"";"5";"5";"5";"5";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"106094377";"25.11.2024 10:30:58";"25.11.2024 10:43:35";"Abgeschlossen";"PAL 2024";"-";"-";"Mobile";"Ich stimme zu.";"";"3";"8";"7";"5";"";"8";"7";"6";"6";"";"7";"6";"5";"7";"6";"";"6";"7";"5";"1";"3";"";"8";"6";"6";"6";"";"6";"4";"5";"7";"";"4";"5";"5";"3";"";"5";"4";"3";"5";"";"4";"7";"7";"";"5";"5";"5";"4";"6";"";"5";"6";"7";"7";"5";"";"7";"8";"9";"9";"9";"";"6";"5";"4";"5";"";"3";"5";"2";"6";"3";"";"7";"5";"6";"";"7";"5";"8";"";"7";"9";"6";"";"5";"7";"6"
"106094354";"25.11.2024 10:30:45";"25.11.2024 10:40:55";"Abgeschlossen";"PAL 2024";"-";"-";"Desktop";"Ich stimme zu.";"";"3";"3";"4";"4";"";"6";"6";"5";"5";"";"4";"4";"4";"3";"2";"";"5";"5";"4";"2";"3";"";"7";"5";"5";"5";"";"3";"5";"5";"5";"";"4";"5";"5";"3";"";"4";"4";"2";"4";"";"4";"4";"4";"";"4";"3";"4";"4";"3";"";"3";"4";"3";"4";"3";"";"4";"4";"6";"6";"6";"";"5";"5";"5";"4";"";"3";"3";"2";"2";"3";"";"4";"5";"5";"";"5";"4";"5";"";"5";"6";"5";"";"5";"5";"7"
"106094353";"25.11.2024 10:30:45";"25.11.2024 10:44:44";"Abgeschlossen";"PAL 2024";"-";"-";"Mobile";"Ich stimme zu.";"";"7";"5";"6";"7";"";"5";"9";"9";"8";"";"7";"8";"7";"5";"5";"";"6";"7";"8";"3";"5";"";"9";"6";"9";"7";"";"4";"8";"5";"8";"";"3";"5";"9";"5";"";"3";"3";"5";"1";"";"3";"7";"6";"";"5";"7";"7";"5";"8";"";"7";"7";"6";"7";"7";"";"7";"9";"7";"8";"8";"";"8";"6";"4";"8";"";"2";"5";"3";"6";"1";"";"5";"7";"3";"";"7";"8";"8";"";"9";"8";"7";"";"5";"7";"6"
"106094286";"25.11.2024 10:30:12";"25.11.2024 10:36:39";"Abgeschlossen";"PAL 2024";"-";"-";"Desktop";"Ich stimme zu.";"";"6";"5";"6";"6";"";"6";"6";"4";"6";"";"9";"9";"6";"7";"7";"";"7";"6";"6";"3";"7";"";"4";"4";"3";"3";"";"6";"7";"7";"7";"";"7";"7";"5";"2";"";"10";"10";"7";"10";"";"4";"4";"4";"";"6";"6";"8";"7";"8";"";"6";"6";"5";"7";"7";"";"7";"8";"7";"7";"7";"";"7";"7";"6";"5";"";"4";"4";"2";"6";"4";"";"7";"7";"7";"";"6";"7";"7";"";"7";"7";"7";"";"7";"7";"7"
"106094212";"25.11.2024 10:29:45";"25.11.2024 10:39:36";"Abgeschlossen";"PAL 2024";"-";"-";"Desktop";"Ich stimme zu.";"";"9";"9";"10";"10";"";"9";"10";"10";"10";"";"8";"10";"9";"9";"10";"";"10";"9";"10";"9";"10";"";"9";"8";"9";"10";"";"9";"9";"9";"10";"";"10";"10";"8";"9";"";"3";"1. column";"8";"1";"";"1. column";"10";"9";"";"9";"5";"10";"9";"9";"";"7";"10";"7";"8";"9";"";"10";"8";"10";"9";"9";"";"10";"8";"9";"7";"";"1";"1. column";"1. column";"3";"1. column";"";"10";"10";"10";"";"10";"10";"9";"";"10";"10";"9";"";"9";"9";"10"
"106094208";"25.11.2024 10:29:43";"25.11.2024 10:38:49";"Abgeschlossen";"PAL 2024";"-";"-";"Desktop";"Ich stimme zu.";"";"7";"8";"8";"9";"";"7";"9";"8";"5";"";"10";"10";"10";"10";"10";"";"9";"8";"8";"9";"9";"";"7";"7";"8";"8";"";"9";"9";"8";"9";"";"7";"8";"9";"8";"";"6";"3";"4";"5";"";"4";"6";"5";"";"4";"5";"5";"5";"5";"";"4";"4";"5";"5";"5";"";"6";"5";"6";"6";"5";"";"8";"8";"8";"7";"";"3";"4";"4";"2";"2";"";"9";"9";"9";"";"9";"10";"9";"";"9";"10";"9";"";"7";"8";"8"
"106094192";"25.11.2024 10:29:38";"25.11.2024 10:40:04";"Abgeschlossen";"PAL 2024";"-";"-";"Mobile";"Ich stimme zu.";"";"8";"7";"9";"9";"";"10";"10";"9";"7";"";"8";"8";"8";"7";"7";"";"8";"9";"8";"7";"8";"";"9";"9";"10";"10";"";"7";"8";"8";"9";"";"9";"9";"9";"9";"";"7";"3";"6";"4";"";"1";"9";"8";"";"4";"6";"6";"8";"7";"";"8";"8";"7";"9";"9";"";"7";"8";"8";"8";"9";"";"9";"9";"8";"5";"";"8";"6";"4";"5";"4";"";"8";"7";"9";"";"9";"10";"8";"";"8";"9";"8";"";"8";"9";"9"
"106094190";"25.11.2024 10:29:36";"25.11.2024 10:39:31";"Abgeschlossen";"PAL 2024";"-";"-";"Mobile";"Ich stimme zu.";"";"8";"4";"5";"3";"";"8";"9";"6";"9";"";"4";"7";"6";"5";"7";"";"4";"7";"7";"2";"4";"";"5";"7";"8";"8";"";"3";"3";"6";"3";"";"10";"10";"10";"2";"";"8";"1";"5";"7";"";"9";"9";"7";"";"5";"7";"9";"7";"7";"";"8";"8";"6";"9";"8";"";"5";"4";"5";"6";"7";"";"5";"3";"7";"5";"";"4";"8";"4";"8";"4";"";"4";"4";"5";"";"8";"8";"6";"";"6";"9";"5";"";"7";"7";"7"
